timeStamp,elapsed,label,responseCode,threadName,success,bytes,sentBytes,URL,Latency
1548427817961,90,HTTP Request medium1,200,Thread Group traccia1 misto 1-6,true,500266,130,http://raspberrypi.local/medium1.html,4
1548427818220,168,HTTP Request medium1,200,Thread Group traccia1 misto 1-27,true,500266,130,http://raspberrypi.local/medium1.html,4
1548427818400,8,HTTP Request small1,200,Thread Group traccia1 misto 1-2,true,25314,129,http://raspberrypi.local/small1.html,4
1548427818186,272,HTTP Request medium2,200,Thread Group traccia1 misto 1-7,true,1018167,130,http://raspberrypi.local/medium2.html,4
1548427818712,23,HTTP Request small2,200,Thread Group traccia1 misto 1-4,true,100309,129,http://raspberrypi.local/small2.html,4
1548427818887,346,HTTP Request big1,200,Thread Group traccia1 misto 1-22,true,2035951,127,http://raspberrypi.local/big1.html,4
1548427819437,97,HTTP Request medium1,200,Thread Group traccia1 misto 1-30,true,500266,130,http://raspberrypi.local/medium1.html,4
1548427819522,94,HTTP Request medium1,200,Thread Group traccia1 misto 1-20,true,500266,130,http://raspberrypi.local/medium1.html,4
1548427819717,46,HTTP Request small2,200,Thread Group traccia1 misto 1-33,true,100309,129,http://raspberrypi.local/small2.html,4
1548427819702,195,HTTP Request medium2,200,Thread Group traccia1 misto 1-34,true,1018167,130,http://raspberrypi.local/medium2.html,3
1548427820727,10,HTTP Request small1,200,Thread Group traccia1 misto 1-19,true,25314,129,http://raspberrypi.local/small1.html,5
1548427820767,18,HTTP Request small1,200,Thread Group traccia1 misto 1-26,true,25314,129,http://raspberrypi.local/small1.html,4
1548427820771,40,HTTP Request small1,200,Thread Group traccia1 misto 1-23,true,25314,129,http://raspberrypi.local/small1.html,5
1548427820717,110,HTTP Request small2,200,Thread Group traccia1 misto 1-17,true,100309,129,http://raspberrypi.local/small2.html,4
1548427820813,87,HTTP Request small2,200,Thread Group traccia1 misto 1-32,true,100309,129,http://raspberrypi.local/small2.html,4
1548427820663,333,HTTP Request medium1,200,Thread Group traccia1 misto 1-8,true,500266,130,http://raspberrypi.local/medium1.html,4
1548427820630,483,HTTP Request medium2,200,Thread Group traccia1 misto 1-1,true,1018167,130,http://raspberrypi.local/medium2.html,4
1548427820724,606,HTTP Request big1,200,Thread Group traccia1 misto 1-18,true,2035951,127,http://raspberrypi.local/big1.html,4
1548427821431,24,HTTP Request small2,200,Thread Group traccia1 misto 1-11,true,100309,129,http://raspberrypi.local/small2.html,4
1548427821469,88,HTTP Request medium1,200,Thread Group traccia1 misto 1-10,true,500266,130,http://raspberrypi.local/medium1.html,3
1548427821749,53,HTTP Request small2,200,Thread Group traccia1 misto 1-31,true,100309,129,http://raspberrypi.local/small2.html,4
1548427821928,19,HTTP Request small1,200,Thread Group traccia1 misto 1-24,true,25314,129,http://raspberrypi.local/small1.html,4
1548427821674,390,HTTP Request medium2,200,Thread Group traccia1 misto 1-9,true,1018167,130,http://raspberrypi.local/medium2.html,4
1548427821878,281,HTTP Request medium1,200,Thread Group traccia1 misto 1-15,true,500266,130,http://raspberrypi.local/medium1.html,4
1548427822077,86,HTTP Request small2,200,Thread Group traccia1 misto 1-12,true,100309,129,http://raspberrypi.local/small2.html,4
1548427822116,499,HTTP Request medium1,200,Thread Group traccia1 misto 1-21,true,500266,130,http://raspberrypi.local/medium1.html,5
1548427822750,9,HTTP Request small1,200,Thread Group traccia1 misto 1-35,true,25314,129,http://raspberrypi.local/small1.html,3
1548427822227,546,HTTP Request medium1,200,Thread Group traccia1 misto 1-3,true,500266,130,http://raspberrypi.local/medium1.html,4
1548427822176,1051,HTTP Request medium2,200,Thread Group traccia1 misto 1-14,true,1018167,130,http://raspberrypi.local/medium2.html,4
